NOMBRE,PRESENTACION,LABORATORIO,BAJA,VIGENCIA,FECHA,PRECIO,DROGA,DROGAS25,DROGAS25EXT,POTENCIA,UPOTENCIA,UNIDADES,TIPOUNIDAD,FORMA,VARIEDAD_REV,VARIEDAD_COUNT,VARIEDAD_COD,VARIEDAD_DES,REMEDIAR,LABSEL,TIPO_DE_VENTA,IMPORTADO,TIPOAGRUPA,MARCAAGRUPA,D_MARCA_CONTROLADO,D_TAMANO,D_PAMI,C_PAMI,C_LABORATORIO,C_BARRA,C_TAMANO,C_ACCION,C_DROGA,C_FORMA,C_UPOTENCI,C_TIPOUNID,C_VIA,SNOMED,GTIN1,TROQUEL,ACCION,VIA,CLAVE,PRECIOPAMI,categoria_busqueda,query
HIERROQUICK 80,comp.rec.x 40,Megalabs Argentina,0,1,04/05/2026,62158,"hierro+fólico,ác.",,,,mg,40,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,GRANDE (DE 2 PRES.),50% de descuento,2,00193,7791763001276,003,00028,00426,00054,undefined,00005,00002,240431000221107,07791763001276,3814002,Antianémico,oral,15049,41304,hierro,hierro
HEMOFER FOLIC,comp.x 50,Lafedar,0,1,18/04/2026,49271,"hierro+fólico,ác.",,,,mg,50,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,GRANDE (DE 2 PRES.),50% de descuento,2,00397,7798021297242,003,00028,00426,00054,undefined,00005,00002,243241000221108,07798021297242,5699685,Antianémico,oral,41342,14236,hierro,hierro
FERROGALFOL,cáps.x 60,Sant Gall,0,1,19/03/2026,38708,"hierro+fólico,ác.",,,,No Clasificada,60,unidades,Cápsulas/Softgels,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00213,7798052710734,001,00028,00426,00002,undefined,00005,00002,207851000221108,07798052710734,5491682,Antianémico,oral,42779,0,hierro,hierro
SULFATO FERROSO RICHET,525 mg comp.x 60,Richet,0,1,18/03/2026,41338,"hierro+fólico,ác.",,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,GRANDE (DE 2 PRES.),50% de descuento,2,00196,7795336075121,003,00028,00426,00054,undefined,00005,00002,98801000221102,07795336075121,4070822,Antianémico,oral,22438,40722,hierro,hierro
FERRETAB COMPUESTO,cáps.x 60,Biol,0,1,28/04/2026,62800,"hierro+fólico,ác.",,,,mg,60,unidades,Cápsulas/Softgels,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,GRANDE (DE 2 PRES.),50% de descuento,2,00030,7792796389478,003,00028,00426,00002,undefined,00005,00002,112161000221101,07792796389478,4258522,Antianémico,oral,22185,43920,hierro,hierro
YECTAFER COMPLEX,a.x 5,Rontag,0,1,01/05/2026,69050,"hierro+fólico,ác.+asoc.",,,,No Clasificada,5,unidades de 2 ml,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00200,7798006871726,001,00028,10314,00003,undefined,00012,00003,317781000221103,07798239770643,1705983,Antianémico,inyectable IM,32856,66909,hierro,hierro
YECTAFER COMPLEX,a.x 10,Rontag,0,1,01/05/2026,138101,"hierro+fólico,ác.+asoc.",,,,No Clasificada,10,unidades de 2 ml,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,GRANDE (DE 2 PRES.),50% de descuento,2,00200,7798006871733,003,00028,10314,00003,undefined,00012,00003,317771000221101,07798239770650,1705982,Antianémico,inyectable IM,787,133819,hierro,hierro
HIERRO QUELATO VW,cáps.x 30,Pharmamerican S.R.L.,0,1,28/03/2026,21950,"hierro+fólico,ác.+asoc.",,,,No Clasificada,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00719,7798008297227,001,00346,10314,00002,undefined,00005,00002, ,7798008297227, ,Suplemento dietario,oral,63794,0,hierro,hierro
VITALIX COMPLEX,comp.x 30,Roemmers,0,1,26/03/2026,35261,"hierro+fólico,ác.+asoc.",,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00203,7795345013893,001,00028,10314,00054,undefined,00005,00002,239591000221101,07795345013893,5522263,Antianémico,oral,38900,17138,hierro,hierro
FOLFIRIMOX,comp.x 30,Géminis Farmacéutica,0,1,22/04/2026,22529,"hierro+vit.b12+fólico,ác.",,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00597,7798113703200,001,00028,10429,00054,undefined,00005,00002,323711000221107,07798113703200,5993421,Antianémico,oral,56403,20893,hierro,hierro
REXFOL,comp.x 30,Casasco,0,1,27/04/2026,28908,"hierro+vit.b12+fólico,ác.",,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00045,7791909230010,001,00028,10429,00054,undefined,00005,00002,239661000221107,07791909230010,5831262,Antianémico,oral,51777,28908,hierro,hierro
ACIFOL FE,comp.x 30,Domínguez,0,1,16/04/2026,30198,"hierro+vit.b12+fólico,ác.",,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00067,7795327064684,001,00028,10429,00054,undefined,00005,00002,239601000221106,07795327064684,6400971,Antianémico,oral,53540,29541,hierro,hierro
SIDERBLUT COMPLEX,comp.x 30,Siegfried,0,1,23/04/2026,30527,"hierro+vit.b12+fólico,ác.",,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00903,7795380004238,001,00028,10429,00054,undefined,00005,00002,239621000221104,07798129414909,5360713,Antianémico,oral,39973,19042,hierro,hierro
HEMOVIT,comp.rec.x 30,Baliarda,0,1,27/04/2026,31326,"hierro+vit.b12+fólico,ác.",,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00023,7795338019901,001,00028,10429,00054,undefined,00005,00002,226391000221103,07795338019901,5705713,Antianémico,oral,52315,27997,hierro,hierro
FOLFIRIMOX,comp.x 60,Géminis Farmacéutica,0,1,22/04/2026,46591,"hierro+vit.b12+fólico,ác.",,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,GRANDE (DE 2 PRES.),50% de descuento,2,00597,7798113703309,003,00028,10429,00054,undefined,00005,00002,323721000221102,07798113703309,5993422,Antianémico,oral,56404,41786,hierro,hierro
ACIFOL FE,comp.x 60,Domínguez,0,1,16/04/2026,54668,"hierro+vit.b12+fólico,ác.",,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,GRANDE (DE 2 PRES.),50% de descuento,2,00067,7795327064691,003,00028,10429,00054,undefined,00005,00002,239611000221109,07795327064691,6400972,Antianémico,oral,53541,53479,hierro,hierro
SIDERBLUT COMPLEX,comp.x 60,Siegfried,0,1,23/04/2026,55123,"hierro+vit.b12+fólico,ác.",,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,GRANDE (DE 2 PRES.),50% de descuento,2,00903,7795380004443,003,00028,10429,00054,undefined,00005,00002,239631000221101,07798129414916,5360714,Antianémico,oral,39974,34384,hierro,hierro
HEMOVIT,comp.rec.x 60,Baliarda,0,1,27/04/2026,56398,"hierro+vit.b12+fólico,ác.",,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,GRANDE (DE 2 PRES.),50% de descuento,2,00023,7795338019826,003,00028,10429,00054,undefined,00005,00002,226401000221101,07795338019826,5705716,Antianémico,oral,52316,44428,hierro,hierro
FERROMAX,cáps.x 30,Craveri,0,1,16/03/2026,40957,"hierro+vit.b12+fólico,ác.+asoc.",,,,No Clasificada,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00056,7792234892737,001,00028,00277,00002,undefined,00005,00002, ,7792234892737,6698261,Antianémico,oral,61019,0,hierro,hierro
ANEMIDOX FERRUM,cáps.x 30,Elea,0,1,16/04/2026,40992,"hierro+vit.b12+fólico,ác.+asoc.",,,,No Clasificada,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,40% de descuento,7,00498,7796285271848,001,00028,00277,00002,undefined,00005,00002,238031000221103,07796285271848,2457893,Antianémico,oral,47356,0,hierro,hierro
ANEMIDOX ULTRA,cáps.x 30,Elea,0,1,16/04/2026,45004,"hierro+vit.b12+fólico,ác.+asoc.",,,,mg,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,40% de descuento,7,00498,7795317005055,001,00028,00277,00002,undefined,00005,00002,238151000221106,07796285270339,5787555,Antianémico,oral,44334,0,hierro,hierro
